secid,date,cusip,ticker,sic,index_flag,exchange_d,class,issue_type,industry_group,low,high,open,close,volume,return,cfadj,shrout,cfret
101594,20180831,03783310,AAPL,3571,0,4,,0,314,226,228.87,226.51,227.63,43340134,0.011554,28,4829930,31.59522
101594,20180904,03783310,AAPL,3571,0,4,,0,314,226.63,229.18,228.41,228.36,27390132,0.003207,28,4829930,31.59522
101594,20180905,03783310,AAPL,3571,0,4,,0,314,225.1,229.67,228.99,226.87,33332960,-0.006525,28,4829930,31.59522
101594,20180906,03783310,AAPL,3571,0,4,,0,314,221.3,227.35,226.23,223.1,34289976,-0.016617,28,4829930,31.59522
101594,20180907,03783310,AAPL,3571,0,4,,0,314,220.71,225.37,221.85,221.3,37619810,-0.008068,28,4829930,31.59522
101594,20180910,03783310,AAPL,3571,0,4,,0,314,216.47,221.85,220.95,218.33,39516453,-0.013421,28,4829930,31.59522
101594,20180911,03783310,AAPL,3571,0,4,,0,314,216.56,224.299,218.01,223.85,35749049,0.025283,28,4829930,31.59522
101594,20180912,03783310,AAPL,3571,0,4,,0,314,219.84,225,224.94,221.07,49278740,-0.012419,28,4829930,31.59522
101594,20180913,03783310,AAPL,3571,0,4,,0,314,222.57,228.35,223.52,226.41,41706377,0.024155,28,4829930,31.59522
101594,20180914,03783310,AAPL,3571,0,4,,0,314,222.522,226.84,225.75,223.84,31999289,-0.011351,28,4829930,31.59522
101594,20180917,03783310,AAPL,3571,0,4,,0,314,217.27,222.95,222.15,217.88,37195133,-0.026626,28,4829930,31.59522
101594,20180918,03783310,AAPL,3571,0,4,,0,314,217.12,221.85,217.79,218.24,31571712,0.001652,28,4829930,31.59522
101594,20180919,03783310,AAPL,3571,0,4,,0,314,215.3,219.62,218.5,218.37,27123833,0.000596,28,4829930,31.59522
101594,20180920,03783310,AAPL,3571,0,4,,0,314,219.15,222.28,220.24,220.03,26608794,0.007602,28,4829930,31.59522
101594,20180921,03783310,AAPL,3571,0,4,,0,314,217.29,221.36,220.78,217.66,96246748,-0.010771,28,4829930,31.59522
101594,20180924,03783310,AAPL,3571,0,4,,0,314,216.63,221.26,216.82,220.79,27693358,0.01438,28,4829930,31.59522
101594,20180925,03783310,AAPL,3571,0,4,,0,314,219.7,222.82,219.75,222.19,24554379,0.006341,28,4829930,31.59522
101594,20180926,03783310,AAPL,3571,0,4,,0,314,219.76,223.75,221,220.42,23984706,-0.007966,28,4829930,31.59522
101594,20180927,03783310,AAPL,3571,0,4,,0,314,223.54,226.44,223.82,224.95,30181227,0.020552,28,4829930,31.59522
101594,20180928,03783310,AAPL,3571,0,4,,0,314,224.02,225.84,224.79,225.74,22929364,0.003512,28,4829930,31.59522
101594,20181001,03783310,AAPL,3571,0,4,,0,314,226.35,229.42,227.95,227.26,23600802,0.006733,28,4829930,31.59522
101594,20181002,03783310,AAPL,3571,0,4,,0,314,226.63,230,227.25,229.28,24788170,0.008889,28,4829930,31.59522
101594,20181003,03783310,AAPL,3571,0,4,,0,314,229.78,233.47,230.05,232.07,28654799,0.012169,28,4829930,31.59522
101594,20181004,03783310,AAPL,3571,0,4,,0,314,226.73,232.35,230.78,227.99,32042000,-0.017581,28,4829930,31.59522
101594,20181005,03783310,AAPL,3571,0,4,,0,314,220.58,228.41,227.96,224.29,33580463,-0.016229,28,4829930,31.59522
101594,20181008,03783310,AAPL,3571,0,4,,0,314,220.2,224.8,222.21,223.77,29663923,-0.002318,28,4829930,31.59522
101594,20181009,03783310,AAPL,3571,0,4,,0,314,222.2462,227.27,223.64,226.87,26891029,0.013853,28,4829930,31.59522
101594,20181010,03783310,AAPL,3571,0,4,,0,314,216.05,226.35,225.46,216.36,41990554,-0.046326,28,4829930,31.59522
101594,20181011,03783310,AAPL,3571,0,4,,0,314,212.32,219.5,214.52,214.45,53124392,-0.008828,28,4829930,31.59522
101594,20181012,03783310,AAPL,3571,0,4,,0,314,216.84,222.88,220.42,222.11,40337851,0.035719,28,4829930,31.59522
101594,20181015,03783310,AAPL,3571,0,4,,0,314,217.27,221.83,221.16,217.36,30791007,-0.021386,28,4829930,31.59522
101594,20181016,03783310,AAPL,3571,0,4,,0,314,216.7627,222.99,218.93,222.15,29183963,0.022037,28,4829930,31.59522
101594,20181017,03783310,AAPL,3571,0,4,,0,314,219.34,222.64,222.3,221.19,22885397,-0.004321,28,4829930,31.59522
101594,20181018,03783310,AAPL,3571,0,4,,0,314,213,219.74,217.86,216.02,32581315,-0.023374,28,4829930,31.59522
101594,20181019,03783310,AAPL,3571,0,4,,0,314,217.43,221.26,218.06,219.31,33078726,0.01523,28,4829930,31.59522
101594,20181022,03783310,AAPL,3571,0,4,,0,314,218.94,223.36,219.79,220.65,28792082,0.00611,28,4829930,31.59522
101594,20181023,03783310,AAPL,3571,0,4,,0,314,214.7,223.25,215.83,222.73,38767846,0.009427,28,4829930,31.59522
101594,20181024,03783310,AAPL,3571,0,4,,0,314,214.54,224.23,222.6,215.09,40925163,-0.034302,28,4829930,31.59522
101594,20181025,03783310,AAPL,3571,0,4,,0,314,216.75,221.38,217.71,219.8,29855768,0.021898,28,4829930,31.59522
101594,20181026,03783310,AAPL,3571,0,4,,0,314,212.67,220.19,215.9,216.3,47258375,-0.015924,28,4829930,31.59522
101594,20181029,03783310,AAPL,3571,0,4,,0,314,206.09,219.69,219.19,212.24,45935520,-0.01877,28,4829930,31.59522
101594,20181030,03783310,AAPL,3571,0,4,,0,314,209.27,215.18,211.15,213.3,36659990,0.004994,28,4829930,31.59522
101594,20181031,03783310,AAPL,3571,0,4,,0,314,216.62,220.45,216.88,218.86,38358933,0.026067,28,4829930,31.59522
