,1,2,3,5,10
1,5.2999999999997494e-05,0.00013600000000000417,0.0002050000000000038,0.0002679999999999974,0.0005040000000000044
5,0.00038299999999999446,0.0006929999999999992,0.0009459999999999955,0.0012619999999999992,0.0022739999999999982
10,0.0006509999999999988,0.0011059999999999959,0.001573000000000005,0.002263000000000001,0.004596000000000003
